,scientific_name,park_name,observations,category,common_names,conservation_status
9406,Perilla frutescens,Yosemite National Park,133,Vascular Plant,"Beefsteak Plant, Beef-Steak Plant",
9407,Lotus strigosus,Bryce National Park,96,Vascular Plant,"Bishop's Lotus, Strigose Bird's-Foot Trefoil, Strigose Bird's-Foot-Trefoil",
9408,Plantago elongata,Bryce National Park,106,Vascular Plant,"Longleaf Plantain, Prairie Plantain, Slender Plantain",
9409,Angelica arguta,Great Smoky Mountains National Park,50,Vascular Plant,"Angelica, Lyall's Angelica, Sharptooth Angelica",
9410,Agrostemma githago,Yellowstone National Park,260,Vascular Plant,"Common Corncockle, Corncockle",
9411,Stachys nuttallii,Bryce National Park,101,Vascular Plant,Hairy Hedge-Nettle,
9412,Vireo solitarius,Yosemite National Park,140,Bird,"Blue-Headed Vireo, Solitary Vireo",
9413,Anemone drummondii,Great Smoky Mountains National Park,119,Vascular Plant,Drummond's Anemone,
9414,Rorippa nasturtium-aquaticum,Great Smoky Mountains National Park,81,Vascular Plant,"True Watercress, Watercress",
9415,Lepomis gibbosus,Bryce National Park,95,Fish,Pumpkinseed,
9416,Luzula parviflora,Bryce National Park,118,Vascular Plant,"Millet Woodrush, Smallflower Woodrush, Smallflowered Woodrush",
9417,Polycarpon tetraphyllum,Bryce National Park,79,Vascular Plant,Fourleaf Manyseed,
9418,Corydalis aurea,Bryce National Park,9,Vascular Plant,"Golden Corydalis, Scrambled Eggs",
9419,Dichanthelium acuminatum var. lindheimeri,Yellowstone National Park,259,Vascular Plant,Lindheimer Panicgrass,
9420,Dicranodontium asperulum,Great Smoky Mountains National Park,64,Nonvascular Plant,Dicranodontium Moss,
9421,Linanthus harknessii,Great Smoky Mountains National Park,89,Vascular Plant,"Harkness' Flaxflower, Threeseed Linanthus",
9422,Carex hirsutella,Yosemite National Park,156,Vascular Plant,Hirsute Sedge,
9423,Lycoris radiata,Great Smoky Mountains National Park,67,Vascular Plant,Magic Lily,
9424,Botrychium biternatum,Yosemite National Park,131,Vascular Plant,"Southern Grape Fern, Sparse-Lobe Grape-Fern",
9425,Isoetes howellii,Great Smoky Mountains National Park,102,Vascular Plant,Howell's Quillwort,
9426,Polytrichum piliferum,Yosemite National Park,124,Nonvascular Plant,Polytrichum Moss,
9427,Myotis ciliolabrum,Yosemite National Park,135,Mammal,"Small-Footed Myotis, Western Small-Footed Bat, Western Small-Footed Myotis",
9428,Baccharis pilularis,Yosemite National Park,189,Vascular Plant,Coyotebrush,
9429,Equisetum variegatum,Yellowstone National Park,219,Vascular Plant,"Variegated Horsetail, Variegated Scouringrush, Variegated Scouring-Rush",
9430,Duchesnea indica,Great Smoky Mountains National Park,34,Vascular Plant,"Barren Strawberry, Indian Mock-Strawberry",
9431,Artemisia cana ssp. bolanderi,Great Smoky Mountains National Park,99,Vascular Plant,"Bolander's Silver Sagebrush, Silver Sagebrush",
9432,Salsola tragus,Bryce National Park,110,Vascular Plant,"Prickly Russian Thistle, Tumbleweed",
9433,Penthorum sedoides,Yellowstone National Park,241,Vascular Plant,"Ditch Stonecrop, Ditch-Stonecrop",
9434,Linum lewisii var. alpicola,Great Smoky Mountains National Park,99,Vascular Plant,Prairie Flax,
9435,Lactuca canadensis,Bryce National Park,98,Vascular Plant,"Canada Lettuce, Wild Lettuce",
9436,Poa annua,Great Smoky Mountains National Park,52,Vascular Plant,"Annual Blue Grass, Annual Bluegrass",
9437,Dioscorea villosa,Yosemite National Park,139,Vascular Plant,Wild Yam,
9438,Setophaga fusca,Yosemite National Park,151,Bird,Blackburnian Warbler,
9439,Lactuca saligna,Bryce National Park,122,Vascular Plant,Willowleaf Lettuce,
9440,Rhododendron cumberlandense,Yellowstone National Park,215,Vascular Plant,Cumberland Rhododendron,
9441,Malacothrix floccifera,Yosemite National Park,147,Vascular Plant,"Woolly Desertdandelion, Wooly Desert Dandelion",
9442,Arnica sororia,Great Smoky Mountains National Park,116,Vascular Plant,Twin Arnica,
9443,Wilsonia pusilla,Bryce National Park,108,Bird,Wilson's Warbler,Species of Concern
9444,Cercis occidentalis,Bryce National Park,147,Vascular Plant,California Redbud,
9445,Tortula ammonsiana,Bryce National Park,98,Nonvascular Plant,Ammon's Screw-Moss,Species of Concern
9446,Cruciata pedemontana,Yosemite National Park,143,Vascular Plant,"Narrow Bedstraw, Piedmont Bedstraw",
9447,Micropus californicus var. californicus,Great Smoky Mountains National Park,87,Vascular Plant,Q-Tips,
9448,Oreothlypis celata,Great Smoky Mountains National Park,82,Bird,Orange-Crowned Warbler,
9449,Camassia quamash,Great Smoky Mountains National Park,65,Vascular Plant,"Common Camas, Small Camas",
9450,Branta bernicla,Great Smoky Mountains National Park,70,Bird,Brant,
9451,Ajuga reptans,Yellowstone National Park,226,Vascular Plant,"Bugleweed, Carpet-Bugel",
9452,Helianthus maximiliani,Yellowstone National Park,226,Vascular Plant,Maximilian Sunflower,
9453,Vireo huttoni,Great Smoky Mountains National Park,71,Bird,Hutton's Vireo,
9454,Chaetura pelagica,Bryce National Park,107,Bird,Chimney Swift,
9455,Eupatorium rotundifolium,Bryce National Park,97,Vascular Plant,"Round-Leaf Thorough-Wort, Round-Leaved Snake-Root",
9456,Penstemon deustus,Yosemite National Park,152,Vascular Plant,Scabland Penstemon,
9457,Chaenactis alpigena,Great Smoky Mountains National Park,93,Vascular Plant,"Sierra Pincushion, Southern Sierra Pincushion",
9458,Thomomys bottae,Yosemite National Park,155,Mammal,Botta's Pocket Gopher,
9459,Sphaeromeria cana,Great Smoky Mountains National Park,50,Vascular Plant,"Gray Chickensage, Gray Tansey",
9460,Polypodium californicum,Yellowstone National Park,252,Vascular Plant,California Polypody,
9461,Catharus minimus,Yosemite National Park,128,Bird,Gray-Cheeked Thrush,
9462,Eleocharis acicularis var. acicularis,Yosemite National Park,134,Vascular Plant,"Needle Spikerush, Needle Spike-Rush",
9463,Plantago aristata,Bryce National Park,85,Vascular Plant,"Bracted Plantain, Large-Bract Plantain",
9464,Anemone parviflora,Yosemite National Park,144,Vascular Plant,Smallflowered Anemone,
9465,Muhlenbergia frondosa,Yosemite National Park,171,Vascular Plant,"Muhly, Wirestem Muhly",
9466,Carex abrupta,Yellowstone National Park,250,Vascular Plant,Abruptbeak Sedge,
9467,Drummondia prorepens,Yosemite National Park,183,Nonvascular Plant,Drummond Moss,
9468,Wisteria frutescens,Yellowstone National Park,287,Vascular Plant,"American Wisteria, Wisteria",
9469,Lathyrus jepsonii var. californicus,Bryce National Park,103,Vascular Plant,California Pea,
9470,Epilobium oregonense,Yellowstone National Park,247,Vascular Plant,"Oregon Willowherb, Oregon Willowweed",
9471,Stellaria crispa,Bryce National Park,69,Vascular Plant,"Crisp Starwort, Crispleaved Chickweed, Curled Starwort",
9472,Fraxinus quadrangulata,Great Smoky Mountains National Park,85,Vascular Plant,Blue Ash,
9473,Carex praegracilis,Yellowstone National Park,239,Vascular Plant,"Clustered Field Sedge, Slim Sedge",
9474,Tyrannus forficatus,Yosemite National Park,145,Bird,Scissor-Tailed Flycatcher,
9475,Carduus acanthoides,Great Smoky Mountains National Park,67,Vascular Plant,Spiny Plumeless Thistle,
9476,Picoides albolarvatus,Bryce National Park,86,Bird,White-Headed Woodpecker,
9477,Betula occidentalis,Bryce National Park,112,Vascular Plant,Water Birch,
9478,Heterotheca camporum,Great Smoky Mountains National Park,94,Vascular Plant,Lemonyellow Falsegoldenaster,
9479,Lipocarpha occidentalis,Great Smoky Mountains National Park,50,Vascular Plant,Western Halfchaff Sedge,
9480,Houstonia serpyllifolia,Yosemite National Park,150,Vascular Plant,"Michaux Bluet, Thyme-Leaved Bluets",
9481,Iris virginica var. shrevei,Yosemite National Park,120,Vascular Plant,"Blue Flag, Southern Blueflag",
9482,Rubus parviflorus var. parviflorus,Yosemite National Park,144,Vascular Plant,"Thimbleberry, Western Thimbleberry",
9483,Montia parvifolia,Great Smoky Mountains National Park,92,Vascular Plant,Littleleaf Minerslettuce,
9484,Luzula multiflora,Yosemite National Park,171,Vascular Plant,"Common Woodrush, Wood-Rush",
9485,Mus musculus,Yosemite National Park,144,Mammal,House Mouse,
9486,Zizia aurea,Bryce National Park,149,Vascular Plant,Golden Zizia,
9487,Bulbostylis capillaris,Yellowstone National Park,274,Vascular Plant,"Bulbostylis, Dense-Tuft Hair-Sedge",
9488,Luzula subcongesta,Yosemite National Park,121,Vascular Plant,Donner Woodrush,
9489,Tragopogon porrifolius,Yosemite National Park,120,Vascular Plant,Salsify,
9490,Carex appalachica,Yosemite National Park,183,Vascular Plant,Appalachian Sedge,
9491,Hypericum densiflorum,Yosemite National Park,154,Vascular Plant,"Bushy St. John's-Wort, Shrubby St. John's-Wort",
9492,Anemone quinquefolia,Great Smoky Mountains National Park,46,Vascular Plant,Wood Anemone,
9493,Carex communis,Bryce National Park,129,Vascular Plant,"Common Sedge, Fibrous-Root Sedge",
9494,Orbexilum onobrychis,Great Smoky Mountains National Park,67,Vascular Plant,Tall Psoralea,
9495,Commelina diffusa,Yosemite National Park,152,Vascular Plant,Dayflower,
9496,Physocarpus malvaceus,Great Smoky Mountains National Park,88,Vascular Plant,Mallow Ninebark,
9497,Sphenosciadium capitellatum,Yosemite National Park,147,Vascular Plant,"Button Parsley, Woollyhead Parsnip",
9498,Gamochaeta purpurea,Yosemite National Park,132,Vascular Plant,Purple Cudweed,
9499,Phainopepla nitens,Yosemite National Park,143,Bird,Phainopepla,Species of Concern
9500,Pica hudsonia,Great Smoky Mountains National Park,50,Bird,"Black-Billed Magpie, Magpie",
9501,Lithophragma parviflorum,Yellowstone National Park,235,Vascular Plant,Smallflower Woodland-Star,
9502,Astragalus crassicarpus var. paysonii,Yellowstone National Park,257,Vascular Plant,"Groundplum Milkvetch, Mountain Groundplum, Payson's Milkvetch",
9503,Leucosticte tephrocotis,Great Smoky Mountains National Park,35,Bird,Gray-Crowned Rosy-Finch,
9504,Myosotis stricta,Yosemite National Park,162,Vascular Plant,Strict Forget Me Not,
9505,Hypericum mitchellianum,Great Smoky Mountains National Park,56,Vascular Plant,"Blue Ridge St. John's-Wort, Mitchell's St.John's-Wort",
9506,Hieracium scabrum,Yosemite National Park,136,Vascular Plant,Rough Hawkweed,
9507,Elsholtzia ciliata,Yellowstone National Park,255,Vascular Plant,Crested Latesummer Mint,
9508,Spiraea japonica,Bryce National Park,94,Vascular Plant,Japanese Spiraea,
9509,Lewisia congdonii,Bryce National Park,103,Vascular Plant,Congdon's Lewisia,
9510,Clematis virginiana,Great Smoky Mountains National Park,88,Vascular Plant,"Virginia Virgin-Bower, Virgin's Bower",
9511,Podiceps auritus,Bryce National Park,102,Bird,Horned Grebe,
9512,Calycanthus occidentalis,Great Smoky Mountains National Park,70,Vascular Plant,"California Spicebush, California-Allspice, Western Sweetshrub",
9513,Smilax glauca,Great Smoky Mountains National Park,99,Vascular Plant,"Glaucous Catbrier, Glaucous-Leaved Greenbrier",
9514,Asplenium montanum,Bryce National Park,63,Vascular Plant,Mountain Spleenwort,
9515,Asplenium rhizophyllum,Yellowstone National Park,261,Vascular Plant,"Walking Fern, Walking-Fern Spleenwort",
9516,Silene bernardina,Great Smoky Mountains National Park,95,Vascular Plant,"Palmer's Campion, Palmer's Catchfly",
9517,Erethizon dorsatum,Yosemite National Park,153,Mammal,"Common Porcupine, Porcupine",
9518,Carex leavenworthii,Bryce National Park,90,Vascular Plant,Leavenworth Sedge,
9519,Parnassia parviflora,Bryce National Park,69,Vascular Plant,Smallflower Grass Of Parnassus,
9520,Eriophyllum lanatum var. grandiflorum,Yellowstone National Park,272,Vascular Plant,Common Woolly Sunflower,
9521,Sphagnum molle,Yosemite National Park,180,Nonvascular Plant,Sphagnum,
9522,Pachysandra procumbens,Yosemite National Park,118,Vascular Plant,American Pachysandra,
9523,Perdix perdix,Great Smoky Mountains National Park,69,Bird,"Gray Partridge, Grey Partridge",
9524,Pinus strobus,Bryce National Park,129,Vascular Plant,White Pine,
9525,Alectoris chukar,Great Smoky Mountains National Park,100,Bird,Chukar,
9526,Dianthus barbatus,Great Smoky Mountains National Park,111,Vascular Plant,"Sweet William, Sweet-William",
9527,Elymus hystrix var. hystrix,Great Smoky Mountains National Park,89,Vascular Plant,Eastern Bottlebrush Grass,
9528,Lewisia rediviva var. rediviva,Bryce National Park,100,Vascular Plant,"Bitter Root, Oregon Bitterroot",
9529,Anas discors,Bryce National Park,107,Bird,Blue-Winged Teal,
9530,Hydrophyllum virginianum var. atranthum,Yosemite National Park,168,Vascular Plant,Virginia Waterleaf,
9531,Navarretia viscidula,Bryce National Park,115,Vascular Plant,Sticky Pincushionplant,
9532,Ceanothus integerrimus,Yosemite National Park,164,Vascular Plant,"Deerbrush, Deerbrush Ceanothus",
9533,Lampropeltis calligaster rhombomaculata,Great Smoky Mountains National Park,73,Reptile,Mole Kingsnake,
9534,Prunus,Great Smoky Mountains National Park,83,Vascular Plant,"Chokecherry, Plum",
9535,Ampelopsis arborea,Yellowstone National Park,256,Vascular Plant,"Peppervine, Pepper-Vine",
9536,Androsace septentrionalis ssp. subumbellata,Bryce National Park,122,Vascular Plant,Pygmyflower Rockjasmine,
9537,Triosteum perfoliatum,Yosemite National Park,137,Vascular Plant,Feverwort,
9538,Viola rostrata,Bryce National Park,92,Vascular Plant,"Beaked Violet, Long-Spur Violet",
9539,Dumetella carolinensis,Great Smoky Mountains National Park,73,Bird,Gray Catbird,
9540,Ageratina aromatica var. aromatica,Yellowstone National Park,205,Vascular Plant,Lesser Snakeroot,
9541,Etheostoma stigmaeum,Bryce National Park,95,Fish,Speckled Darter,
9542,Oxytropis borealis var. viscida,Yellowstone National Park,217,Vascular Plant,"Sticky Crazyweed, Sticky Pointloco, Viscid Locoweed",
9543,Asimina triloba,Great Smoky Mountains National Park,100,Vascular Plant,"Pawpaw, Paw-Paw",
9544,Polygonum lapathifolium,Bryce National Park,109,Vascular Plant,"Dock-Leaf Smartweed, Smartweed",
9545,Pluvialis squatarola,Bryce National Park,121,Bird,Black-Bellied Plover,
9546,Myosurus apetalus var. montanus,Great Smoky Mountains National Park,81,Vascular Plant,"Bristly Mousetail, Tiny Mousetail",
9547,Achnatherum lemmonii,Bryce National Park,87,Vascular Plant,Lemmon's Needlegrass,
9548,Paspalum pubiflorum var. glabrum,Bryce National Park,103,Vascular Plant,"Hairy-Seed Paspalum, Paspalum",
9549,Artemisiospiza belli,Yellowstone National Park,256,Bird,Sage Sparrow,
9550,Sanguisorba annua,Great Smoky Mountains National Park,82,Vascular Plant,Prairie Burnet,
9551,Noturus flavipinnis,Yosemite National Park,72,Fish,Yellowfin Madtom,Threatened
9552,Trichostema lanceolatum,Great Smoky Mountains National Park,72,Vascular Plant,Vinegarweed,
9553,Salix babylonica,Yellowstone National Park,245,Vascular Plant,"A Willow, Weeping Willow",
9554,Sibbaldia procumbens,Bryce National Park,112,Vascular Plant,"Creeping Sibbaldia, Creeping-Glow-Wort, Prostrate Sibbaldia",
9555,Antennaria solitaria,Bryce National Park,123,Vascular Plant,"Single-Head Pussytoes, Solitary Pussy Toes",
9556,Lupinus benthamii,Bryce National Park,81,Vascular Plant,Spider Lupine,
9557,Oporornis philadelphia,Bryce National Park,50,Bird,Mourning Warbler,
9558,Gayophytum humile,Yosemite National Park,177,Vascular Plant,"Dwarf Groundsmoke, Low Groundsmoke",
9559,Mimulus tilingii,Great Smoky Mountains National Park,37,Vascular Plant,"Subalpine Monkeyflower, Subalpine Monkey-Flower, Tiling's Monkeyflower",
9560,Oreostemma alpigenum var. haydenii,Yellowstone National Park,284,Vascular Plant,"Alpine Aster, Tundra Aster",
9561,Hypericum drummondii,Bryce National Park,98,Vascular Plant,Nits And Lice,
9562,Salvelinus namaycush,Yosemite National Park,166,Fish,Lake Trout,
9563,Scutellaria elliptica,Yellowstone National Park,241,Vascular Plant,Hairy Skullcap,
9564,Plectritis ciliosa ssp. ciliosa,Great Smoky Mountains National Park,81,Vascular Plant,"Longspur Seablush, Long-Spur Seablush",
9565,Artemisia biennis var. biennis,Great Smoky Mountains National Park,68,Vascular Plant,Biennial Wormwood,
9566,Couesius plumbeus,Yosemite National Park,146,Fish,Lake Chub,
9567,Anastrophyllum saxicola,Yellowstone National Park,259,Nonvascular Plant,Anastrophyllum,
9568,Digitaria ischaemum,Yosemite National Park,147,Vascular Plant,Smooth Crabgrass,
9569,Contopus virens,Yosemite National Park,128,Bird,Eastern Wood-Pewee,
9570,Baccharis pilularis,Bryce National Park,70,Vascular Plant,Coyotebrush,
9571,Botrychium simplex,Bryce National Park,91,Vascular Plant,Least Moonwort,
9572,Polygala paucifolia,Great Smoky Mountains National Park,49,Vascular Plant,"Fringed Polygala, Gay-Wing Milkwort",
9573,Calycanthus floridus var. glaucus,Great Smoky Mountains National Park,57,Vascular Plant,Sweetshrub,
9574,Mahonia repens,Great Smoky Mountains National Park,51,Vascular Plant,"Creeping Barberry, Creeping Mahonia, Oregon Grape, Trunkee Barberry",
9575,Bryum pallens,Great Smoky Mountains National Park,59,Nonvascular Plant,Bryum Moss,
9576,Sterna fuscata,Yellowstone National Park,252,Bird,Sooty Tern,
9577,Cichorium intybus,Yosemite National Park,131,Vascular Plant,"Chickory, Chicory",
9578,Lespedeza cuneata,Yellowstone National Park,256,Vascular Plant,"Chinese Bushclover, Cuneate Bush-Clover",
9579,Kummerowia striata,Yosemite National Park,159,Vascular Plant,Japanese Bush-Clover,
9580,Couesius plumbeus,Bryce National Park,84,Fish,Lake Chub,
9581,Plagiomnium carolinianum,Great Smoky Mountains National Park,87,Nonvascular Plant,Carolina Plagiomnium Moss,Species of Concern
9582,Heuchera rubescens var. glandulosa,Great Smoky Mountains National Park,87,Vascular Plant,Pink Alumroot,
9583,Amsinckia lycopsoides,Yosemite National Park,153,Vascular Plant,"Bugloss Fiddleneck, Tarweed Fiddleneck",
9584,Glaucomys volans,Great Smoky Mountains National Park,40,Mammal,Southern Flying Squirrel,
9585,Muhlenbergia tenuiflora,Yosemite National Park,160,Vascular Plant,"Muhly, Slender Muhly",
9586,Spiranthes romanzoffiana,Yellowstone National Park,247,Vascular Plant,"Hooded Ladiestresses, Hooded Ladies'-Tresses, Hooded Lady's Tresses",
9587,Carduelis pinus,Yosemite National Park,157,Bird,Pine Siskin,
